,reviewer_id,id
3635,49186,6
3644,49314.0,4
3645,49353,3
3647,49381,4
3649,49405,3
3667,49620,4
3676,49809,6
3689,49980,3
3690,49995,3
3695,50065,3
3721,50471,12
3724,50513,3
3744,50800,3
3747,50863,3
3754,50977,5
3778,51364.0,3
3780,51400,3
3781,51402,4
3793,51538.0,3
3795,51578,7
3810,51784.0,3
3811,51794,10
3816,51865,5
3852,52262,9
3855,52286,3
3856,52296.0,4
3863,52435,3
3870,52492,3
3878,52647,5
3889,52836,3
3895,52989.0,3
3903,53089,3
3915,53264,4
3929,53472,3
3931,53504,3
3933,53521,5
3940,53675.0,3
3943,53732,3
3944,53741,4
3949,53798,4
3951,53810.0,3
3976,54254,3
4009,54677,10
4050,55212,3
4064,55366,3
4067,55399,3
4082,55641,3
4094,55748,3
4099,55850,3
4107,55976,3
4119,56104,5
4121,56114,3
4139,56301,3
4151,56438,5
4162,56555,4
4167,56601,3
4169,56619.0,3
4175,56642,3
4177,56672,4
4191,56918,3
4198,57045,11
4230,57441,3
4232,57461,3
4233,57475,3
4235,57546,5
4247,57644,6
4252,57688,3
4277,57953,6
4289,58079,4
4290,58081,3
4310,58282,3
4316,58345,3
4326,58415.0,3
4339,58525,3
4342,58564,3
4351,58694,3
4383,59167,4
4386,59228,3
4389,59267,5
4408,59542,3
4409,59550,3
4414,59621,4
4428,59827,10
4433,59871,3
4434,59872,3
4451,60162.0,4
4455,60199.0,3
4465,60273,3
4474,60393,3
4481,60438,4
4485,60484,3
4492,60570,3
4495,60642,4
4514,61007,5
4545,61326.0,4
4557,61436,8
4559,61476,10
4564,61488,3
4568,61508,3
4576,61601,3
4577,61602,3
4580,61677.0,4
4587,61846,3
4589,61852,5
4591,61902,3
4593,61922,3
4597,61943,3
4607,62150,3
4628,62462,3
4634,62548,5
4651,62822,3
4663,63109,7
4670,63219,3
4679,63361,5
4695,63552,3
4697,63563,5
4703,63674,3
4712,63779,3
4719,63890,3
4736,64055,9
4737,64078,4
4748,64230,3
4754,64302.0,3
4758,64366,4
4759,64379,4
4767,64436,3
4773,64522,4
4776,64564,3
4777,64579.0,3
4796,64967,3
4797,64972.0,3
4798,64991,3
4809,65079,4
4821,65246.0,3
4833,65586,4
4838,65619,3
4839,65627,3
4845,65679,3
4851,65847.0,3
4854,65902,3
4860,65949,5
4874,66127,3
4878,66160,3
4880,66174,3
4881,66194,3
4882,66207,7
4883,66270,5
4886,66318,4
4927,66955,3
4932,66987,4
4936,67043,5
4940,67077,3
4943,67107.0,10
4949,67168,4
4962,67306,3
4965,67311,3
4967,67353,3
4972,67413,6
4977,67499,3
4997,67828,5
5005,67972,3
5006,67980,10
5038,68364,3
5043,68413,4
5062,68571.0,3
5085,68771,3
5091,68836,4
5096,68875,4
5114,69044,4
5127,69169,3
5136,69323,4
5151,69536,3
5156,69636,3
5167,69693,3
5173,69739,3
5194,70012,5
5202,70067,3
5206,70091,3
5208,70133,3
5212,70201,3
5216,70272.0,3
5223,70391,5
5234,70495,4
5246,70562,4
5249,70612,8
5251,70635,3
5255,70697,4
5271,71004,3
5285,71204,3
5288,71239,3
5289,71240,3
5299,71393,3
5313,71531,3
5323,71642,7
5332,71764,3
5338,71827,4
5343,71900,4
5346,71913,9
5347,71915,4
5359,72083,3
5368,72200,3
5369,72206,3
5372,72242,3
5383,72444,6
5394,72656,5
5397,72693,4
5432,73116.0,4
5438,73250,3
5454,73451,3
5457,73577,4
5466,73743,4
5477,73881,9
5478,73882,5
5491,74025,3
5492,74041,3
5494,74064,3
5506,74303,6
5515,74392,3
5529,74594,4
5542,74725,3
5559,75022,6
5585,75450,5
5594,75862,3
5604,75999,6
5612,76111,5
5620,76267,3
5649,76558,3
5652,76656,3
5657,76720,3
5661,76777,13
5671,76934,3
5674,76952,4
5684,77062,4
5701,77477,3
5711,77712,3
5723,77790,4
5730,77928,3
5767,78429,3
5777,78610,4
5810,78929,3
5831,79276,4
5833,79286,5
5840,79339,3
5864,79572,4
5886,79814,3
5899,79909,5
5910,79977,8
5914,80068,3
5930,80212,5
5950,80489,3
5951,80513.0,3
5954,80535,10
5960,80591,3
5964,80629,3
5972,80741.0,4
5982,80896,3
5987,80925,4
5998,81046,6
6009,81163,3
6016,81258,3
6019,81321,5
6022,81342,3
6035,81437,5
6038,81440,4
6042,81514,4
6050,81566,3
6059,81670,4
6061,81682,3
6064,81713,11
6075,81856,3
6076,81877,3
6081,81923.0,7
6082,81928,3
6101,82245,3
6114,82422,3
6135,82757,3
6142,82900,3
6165,83182,5
6166,83183,3
6169,83213,4
6197,83524,6
6217,83826,3
6220,83874,3
6226,83922.0,3
6233,83998,4
6235,84020,7
6246,84125,4
6251,84182,3
6258,84287,4
6261,84336,3
6265,84359,4
6279,84602,4
6297,84842,3
6303,84947,3
6310,85066,10
6324,85234,5
6328,85300,3
6331,85362,4
6345,85547,3
6349,85646,3
6357,85774,4
6364,85822,4
6371,85976,4
6384,86078,5
6398,86291,3
6405,86373,3
6413,86495,3
6415,86529.0,5
6427,86655,4
6430,86711,5
6441,86832,3
6442,86844,5
6444,86865,3
6445,86869,7
6458,87103,3
6459,87109,5
6464,87139,3
6469,87177,3
6473,87220,3
6475,87228,4
6500,87472,5
6505,87561,3
6506,87563,3
6507,87566,3
6512,87645.0,3
6530,87798,5
6538,87885,3
6569,88309,3
6571,88333,3
6573,88345,3
6574,88349.0,4
6599,88533,5
6606,88607,3
6611,88657.0,4
6617,88707,3
6650,89193,3
6655,89264,3
6656,89279,3
6661,89363,4
6672,89525,4
6690,89781,6
6693,89795,3
6701,89861,4
6707,89921,7
6709,89932,3
6743,90298,3
6747,90361,3
6753,90432,3
6757,90461,4
6771,90677,5
6788,90992,3
6793,91049,5
6803,91173,4
6813,91308,4
6814,91310,3
6827,91455,3
6834,91568,4
6849,91724,3
6863,91851,9
6867,91937,3
6891,92325,3
6893,92342,3
6907,92502,4
6910,92546,6
6942,92931,7
6948,92974,3
6952,93010,4
6961,93069,3
6971,93238,4
6978,93349,4
6982,93371,3
6983,93376,4
6984,93377,5
6998,93562,5
7003,93621.0,3
7010,93737,4
7014,93793,5
7017,93801,3
7027,93894,9
7028,93896,3
7032,93930,4
7044,94073,3
7045,94075,3
7051,94123,3
7055,94191,3
7082,94469,6
7106,94813,5
7120,94917.0,3
7162,95464,3
7170,95579.0,3
7171,95605,3
7172,95636,4
7176,95721,3
7205,96076.0,3
7209,96137,3
7220,96324,3
7224,96429,4
7232,96498,6
7233,96504,4
7269,96848,3
7274,96912,4
7281,96999.0,3
7286,97050,5
7296,97130,3
7299,97178,3
7311,97253,3
7313,97284,6
7320,97350,3
7365,97826,3
7380,98021,3
7382,98044,3
7413,98437,3
7437,98702,4
7456,98845,3
7461,98885.0,3
7468,98976,4
7474,99048,3
7477,99088,3
7485,99152,3
7487,99157,3
7490,99236,7
7491,99249,7
7503,99411,3
7507,99484,3
7513,99603,4
7520,99694,3
7529,99777,4
7535,99840,4
7541,99878.0,3
7554,100106,3
7560,100179,3
7563,100218,3
7566,100253,3
7582,100459,3
7587,100510,3
7589,100518,5
7598,100585,3
7607,100676,4
7615,100757,3
7639,100992,3
7640,101037,4
7646,101105,3
7650,101159,3
7657,101231,3
7668,101347,3
7681,101526,6
7695,101637,4
7696,101662,3
7700,101683,3
7703,101716,3
7708,101795,4
7712,101839,11
7714,101851,6
7725,101968,3
7729,102024,3
7760,102358,3
7761,102375,3
7770,102447,3
7786,102637.0,3
7793,102703,3
7814,102934,4
7822,102973,3
7882,103626,4
7890,103729,4
7910,103976,3
7923,104146,3
7941,104399,3
7942,104408,4
7950,104493,3
7958,104607,3
7964,104642,3
7972,104714,3
7974,104735,3
7991,104884,3
7999,105023,7
8007,105096,5
8016,105186,3
8019,105209,3
8031,105365,4
8039,105477.0,3
8043,105539,7
8051,105632,3
8054,105651,3
8057,105673,4
8069,105814,3
8080,105925,6
8089,105999,4
8100,106120,3
8107,106188,5
8119,106341,7
8129,106421,11
8179,107051,4
8194,107236,4
8197,107289,4
8210,107387,4
8211,107408,4
8226,107544,3
8232,107614,3
8258,107918,8
8264,107981,3
8266,108046,3
8270,108095,4
8280,108248.0,8
8284,108294,3
8293,108352,13
8301,108420,5
8307,108451,3
8319,108584,5
8331,108732,5
8339,108840,3
8366,109253,3
8372,109311,3
8383,109432,4
8404,109700,6
8410,109777.0,4
8427,109977,3
8433,110076,3
8449,110221,3
8452,110251,3
8466,110346.0,3
8474,110438,3
8475,110439,3
8482,110511,6
8484,110523,5
8485,110533,3
8507,110767,3
8515,110870,3
8518,110876,7
8522,110906,3
8526,110927,4
8532,111001,3
8554,111256,3
8556,111271,6
8578,111568,4
8583,111671,3
8587,111723,4
8591,111805,4
8595,111838,3
8610,111996,6
8611,111999,5
8644,112333,3
8652,112438,6
8659,112522,3
8674,112741,7
8682,112862,4
8713,113127,4
8723,113193.0,4
8762,113741,4
8764,113743,3
8765,113768,3
8768,113836,3
8774,113904,5
8780,113947,3
8787,114025.0,3
8800,114163,3
8819,114366,4
8821,114370,4
8841,114592,6
8858,114730.0,3
8866,114875.0,3
8882,115073,3
8884,115090.0,3
8890,115168,8
8899,115336,5
8908,115454,5
8909,115456,8
8963,116405,3
8987,116647,3
8990,116676.0,3
8996,116732.0,4
9020,117017,4
9022,117025,3
9029,117135,3
9034,117186,6
9045,117269,3
9052,117363,3
9062,117460,3
9066,117490,3
9074,117588.0,3
9084,117648,3
9091,117704,5
9092,117711,3
9093,117715,3
9101,117840,3
9111,117994,5
9144,118386,3
9162,118581,3
9191,118865,3
9203,119022,3
9230,119312,3
9233,119363,3
9237,119427,3
9242,119455,4
9244,119466,4
9266,119685,3
9280,119842,3
9294,120089,3
9296,120095,13
9298,120123,3
9322,120483,3
9326,120509,7
9329,120566,3
9339,120686.0,3
9345,120724.0,3
9360,120917,3
9374,121062,3
9444,121919,3
9463,122338,4
9465,122345,4
9476,122531.0,4
9490,122640.0,3
9493,122659,3
9505,122840,4
9506,122845,5
9507,122851,3
9510,122861.0,3
9513,122910,7
9569,123622,3
9574,123730.0,3
9580,123813,3
9595,123984,3
9598,123999,3
9603,124030,3
9623,124228,4
9635,124345,4
9641,124438.0,4
9662,124722,7
9668,124813.0,3
9691,125107,3
9693,125138,9
9697,125196,3
9714,125497,9
9727,125645,3
9730,125654,3
9735,125723,3
9748,125810,4
9752,125860,3
9775,126122,3
9779,126193,3
9784,126292,4
9786,126332,3
9789,126398,3
9791,126420,4
9811,126662,4
9856,127128,3
9868,127309,4
9875,127369,3
9878,127436,8
9879,127439,3
9898,127712,3
9908,127819,3
9916,127938,3
9921,127974,3
9936,128136,4
9949,128286,3
9963,128444,3
9980,128654.0,10
9983,128686,7
9984,128712,4
10000,128920,3
10013,129073,7
10028,129279.0,4
10039,129420,3
10042,129441,3
10066,129752,3
10093,130019,3
10112,130242.0,3
10113,130244,4
10137,130539,3
10146,130652,3
10148,130675,4
10159,130881,3
10164,131005,3
10168,131049,4
10169,131064,3
10184,131229.0,6
10199,131417.0,3
10204,131453,3
10215,131721,3
10218,131765.0,3
10227,131923,3
10235,132012.0,3
10237,132018,3
10241,132060.0,3
10259,132276,3
10295,132759,3
10299,132804,3
10301,132859,6
10317,133175,4
10328,133272,4
10354,133658,6
10356,133702,4
10371,133841,5
10378,133891,3
10379,133910,4
10383,133923,3
10398,134141,4
10402,134190,4
10405,134287,3
10424,134546,4
10425,134549,4
10426,134554,4
10427,134559,3
10428,134623,4
10433,134682,5
10439,134802.0,3
10443,134850,3
10447,134911,3
10452,134962,10
10455,134974.0,3
10466,135082,4
10475,135152,3
10476,135165,9
10478,135208,5
10482,135224,3
10483,135225,3
10485,135241,3
10490,135280,3
10497,135342,5
10499,135376,6
10520,135638,5
10524,135690,5
10570,136311,5
10575,136339,4
10590,136561,3
10595,136604,3
10607,136805.0,10
10608,136810,3
10611,136836,5
10662,137436,4
10663,137439,6
10672,137506,3
10673,137516.0,4
10683,137583,3
10700,137778.0,3
10715,137988,3
10718,138015,5
10726,138093,3
10728,138106.0,3
10734,138176,9
10746,138319,3
10751,138416,4
10755,138451,3
10759,138512,3
10790,138826,5
10792,138840,3
10798,138933.0,3
10799,138946.0,6
10805,139016,4
10823,139190,3
10824,139191,4
10830,139233,3
10842,139399,5
10856,139502,3
10878,139741.0,6
10889,139923,3
10901,140103,4
10903,140147,3
10905,140173,3
10926,140453,4
10931,140484.0,3
10972,140860,3
10974,140898,3
10987,141070,3
10989,141084,4
10994,141192.0,3
10996,141194,5
11001,141275,3
11007,141393,4
11022,141512,6
11027,141573,3
11046,141880,3
11054,141982,6
11056,142001,3
11096,142452,3
11097,142472,4
11107,142631,4
11140,142937,5
11147,142996,3
11166,143195,3
11171,143261,3
11172,143286,8
11175,143304,4
11194,143460,4
11196,143464,3
11209,143639,3
11212,143662.0,3
11215,143676,3
11228,143795,3
11230,143833,3
11236,143949,3
11241,144021,7
11248,144133,5
11279,144594,3
11281,144615,6
11288,144722,4
11297,144858,3
11302,144926,4
11304,144944,3
11312,145052,4
11314,145085,5
11346,145609,3
11358,145787,3
11373,146064,4
11391,146239,3
11397,146352,3
11405,146432,3
11419,146620,3
11421,146671,5
11424,146683,4
11442,146909,4
11460,147104,3
11473,147267,5
11474,147305,3
11478,147319,5
11482,147360,4
11495,147547.0,3
11498,147603,5
11501,147661,8
11512,147782,7
11526,148073,3
11537,148284,3
11546,148358,5
11561,148563,5
11576,148746.0,4
11582,148782,4
11587,148839.0,3
11614,149098,5
11623,149214.0,3
11626,149248,3
11629,149266,3
11632,149310,3
11641,149419,10
11647,149501,3
11659,149668,3
11660,149679,4
11681,149999,3
11688,150103,3
11714,150595,4
11725,150723,3
11737,150897,3
11758,151234,3
11761,151269,3
11778,151544,3
11784,151638,7
11785,151639,10
11789,151675,4
11798,151776,8
11809,151999,4
11817,152131,3
11826,152401,3
11832,152549,3
11835,152569,3
11853,152926,3
11857,152970,5
11869,153158,3
11886,153357,4
11892,153476,3
11899,153546,4
11910,153796,3
11915,153871,3
11916,153875,13
11925,154007,3
11953,154442,3
11959,154559,3
11970,154758,3
11972,154766,5
12014,155250,4
12015,155261,4
12044,155602,3
12049,155689,5
12052,155735,3
12068,155938,4
12095,156319,4
12110,156522,3
12113,156561,3
12118,156589,3
12120,156597,4
12151,157020.0,3
12163,157191,5
12171,157357,4
12175,157437,3
12178,157479,3
12180,157526,5
12203,157840,4
12219,157992,5
12231,158171,5
12240,158267,3
12244,158412,3
12288,158753.0,4
12289,158758,3
12300,158984,3
12320,159289,4
12324,159373,5
12332,159471.0,3
12340,159574,4
12354,159820,4
12365,159967,4
12369,159974,6
12371,160063,5
12375,160112,5
12377,160139.0,3
12383,160185,5
12399,160385,3
12428,160807,8
12467,161193,3
12471,161216,3
12479,161316.0,3
12497,161639,4
12503,161749,4
12509,161861,4
12510,161902,9
12520,162039,3
12522,162084,5
12530,162196,3
12535,162261,3
12545,162450,5
12548,162465,9
12575,162810,4
12586,163051,4
12640,164040,8
12648,164133,3
12660,164292,3
12696,164729,7
12702,164803.0,4
12706,164952,3
12710,165010,3
12724,165209,3
12732,165320,3
12734,165357,4
12745,165496,3
12748,165512,3
12757,165672,3
12767,165808,3
12770,165854,4
12771,165867,4
12773,165904,6
12778,165984,3
12779,166012,4
12788,166132,4
12790,166186,4
12805,166355.0,3
12806,166375,4
12812,166491,5
12821,166579,4
12831,166743,3
12841,166929,4
12854,167046,3
12863,167205,3
12866,167236,3
12868,167243,3
12882,167449,3
12888,167547,4
12902,167797,3
12909,167939,3
12913,167969,3
12929,168153.0,3
12943,168408,3
12948,168477,4
12956,168624,5
12978,168863,3
12985,168931,5
12994,169034,4
12995,169038,3
13000,169084,5
13002,169122,3
13004,169154,3
13005,169159,3
13039,169529.0,3
13052,169684.0,3
13061,169776,3
13077,169967,3
13085,170064,4
13092,170171.0,3
13096,170202,3
13107,170297.0,3
13118,170378,4
13134,170566,3
13136,170584,3
13146,170692.0,4
13158,170845,4
13164,170918,3
13167,170963,3
13172,170980,3
13192,171202.0,3
13220,171456,4
13221,171459,3
13233,171552,8
13236,171574,4
13240,171615,4
13247,171691,4
13255,171806,3
13263,171843,5
13291,172145,3
13293,172204,5
13312,172385,3
13313,172386,3
13315,172393.0,3
13321,172439,3
13328,172533,3
13332,172574,7
13335,172604,3
13338,172648,3
13350,172758,4
13380,173137,3
13381,173148,3
13406,173395.0,4
13417,173493,3
13446,173830.0,3
13455,173889,3
13459,173935,4
13466,173995,3
13468,174007,3
13485,174137,9
13510,174385,5
13514,174428,3
13529,174608.0,3
13548,174802,8
13556,174868,3
13571,175033,4
13578,175096,3
13579,175111,3
13583,175173,5
13587,175188,3
13600,175384,3
13605,175460,4
13611,175532,3
13636,175717,3
13642,175754,3
13651,175811,4
13654,175833,5
13674,176018,8
13682,176094,5
13701,176253,3
13713,176348.0,4
13716,176374,3
13729,176483,3
13744,176658,4
13748,176730,3
13752,176796,5
13756,176828,5
13764,176918,3
13788,177257,3
13806,177441,13
13826,177638,3
13834,177710,4
13845,177801,3
13851,177824,3
13870,178026,4
13871,178029,3
13893,178277,3
13897,178310,4
13898,178314,9
13901,178349,4
13903,178373,3
13908,178396,3
13913,178417,4
13916,178433,4
13923,178495.0,11
13930,178568,4
13934,178606,5
13958,178804,3
13960,178818,3
13965,178871,3
13967,178899,4
13968,178919,5
13977,179024,4
13997,179166,3
14000,179185,3
14024,179493,3
14031,179620,9
14038,179703.0,4
14054,179842.0,3
14060,179879,3
14068,179965,3
14077,180024,3
14087,180120,5
14103,180260,3
14113,180349,4
14129,180484.0,3
14148,180654,3
14175,180929,4
14185,181025,5
14192,181100,4
14193,181116,4
14228,181553,4
14230,181573,3
14241,181645,3
14247,181718,3
14252,181782,3
14272,182039,3
14277,182076,3
14278,182106,3
14291,182275,3
14313,182454,4
14314,182467,3
14329,182590,6
14331,182620,12
14333,182709,3
14352,183031,3
14367,183185,3
14373,183244,4
14384,183380,7
14391,183420,3
14393,183425,3
14402,183541,3
14425,183739,5
14438,183970,4
14439,183983,3
14458,184228,3
14459,184241,4
14480,184469,4
14484,184487.0,4
14486,184505,4
14499,184605,10
14506,184693,5
14518,184827,3
14534,184977,3
14538,185021.0,4
14539,185022,3
14541,185032.0,4
14560,185239,6
14567,185314,4
14581,185587,11
14583,185597,5
14586,185658,5
14608,185940,3
14610,185945,3
14618,186011,7
14623,186085,5
14636,186277,3
14663,186613,3
14685,186885,3
14705,187284,3
14706,187286,3
14724,187519,5
14737,187695,5
14741,187729,4
14751,187802,3
14756,187866,3
14777,188071,3
14787,188155,5
14797,188241,3
14814,188388,4
14821,188487,5
14824,188518,3
14830,188583,3
14835,188630,3
14859,189027,3
14864,189078,4
14870,189132,3
14871,189135,3
14872,189146,3
14875,189167,4
14892,189471,6
14898,189542,3
14915,189791,7
14920,189822,4
14946,190092,3
14959,190283.0,4
14967,190349,12
14973,190375,3
14981,190486,3
14991,190630,3
14998,190733,3
15008,190814,3
15014,190879,5
15017,190934,5
15021,190959.0,3
15026,191018.0,3
15033,191062,3
15034,191065.0,3
15035,191087,8
15036,191109,3
15050,191300,3
15055,191324,3
15074,191559,4
15075,191564,5
15090,191704,3
15091,191709,3
15121,192038,3
15130,192113,5
15140,192210,5
15144,192255,3
15174,192595,3
15175,192597,6
15179,192640,9
15186,192688,3
15194,192811,3
15197,192841,4
15210,192980,3
15215,193023,3
15222,193114,5
15228,193213,3
15237,193349,3
15255,193610,3
15257,193637,4
15259,193666,3
15260,193672,3
15264,193739.0,3
15286,194148.0,5
15317,194581,3
15321,194608,3
15345,194869,4
15358,195097,3
15366,195187,3
15408,195632,3
15416,195745,3
15419,195783,3
15436,196068,3
15438,196090,5
15439,196108,4
15460,196449,9
15462,196462,4
15463,196464,4
15472,196524,3
15496,196816,3
15497,196822,5
15510,196948,6
15531,197338,8
15540,197430,6
15546,197496,9
15571,197711,54
15574,197817,3
15590,198010,3
15595,198061,6
15615,198318,3
15618,198396,3
15645,198737,3
15669,199055,3
15679,199174,3
15680,199190,8
15707,199392,4
15728,199696,3
15742,199997,3
15743,200007,4
15773,200368,3
15777,200413,3
15779,200434,3
15786,200501,3
15790,200576,4
15821,200912,3
15825,200965,6
15827,200982,3
15843,201234,3
15871,201456,3
15872,201467,6
15881,201546,4
15893,201621,5
15908,201834,3
15924,201984,4
15960,202381,5
15980,202576,5
15987,202657,4
16040,203164,5
16046,203229,3
16054,203292.0,3
16064,203394,5
16070,203476,3
16074,203515,3
16087,203670,3
16088,203713,3
16093,203795.0,3
16105,204002,3
16130,204302,3
16142,204466,6
16171,204833,3
16174,204884,3
16178,204902,3
16204,205203,4
16221,205351,3
16226,205469,3
16230,205498,3
16239,205596,3
16240,205609,3
16246,205677.0,12
16261,205792,3
16298,206318,3
16306,206382,3
16308,206402,4
16316,206462,5
16317,206463,3
16330,206636,3
16334,206758,5
16374,207344,4
16380,207419,8
16381,207424,4
16383,207434,3
16395,207591,3
16406,207748,4
16415,207850,3
16447,208319,3
16448,208322,4
16460,208459,4
16463,208496.0,6
16467,208567,6
16471,208675.0,4
16497,209124,5
16498,209133,3
16515,209283,5
