,listing_id,id,reviewer_id,date,confidence,language,language_encoded,english_review,Polarity,Subjectivity
26,253877,84881709,3207424,2016-07-09,1.0,fr,fr,"Alain was not present but I was greeted by one of his friends .. who carried me my suitcase (flat 4 th floor without elevator). In the apartment coffee, water and condiments were put at my disposal. Very accommodating on the schedules of taking and made apartment. The apartment is small but the host had specified this point several times so no bad surprise.",0.0458333333333,0.248611111111
27,253877,87372898,1740615,2016-07-19,1.0,en,en,"This is actually the second time I've stayed at Alain's wonderful apartment. It is just like coming home. The apartment is very small, perhaps ideal for a solo traveler (like me) or maybe two people. The location is absolutely wonderful. Steps from Rue Lepic where you'll find supermarkets, bakeries, cafes and restaurants, not to mention a quick walk to the Sacre Couer. An absolute treasure and I completely recommend it! ",0.359259259259,0.602222222222
28,253877,94131549,31083422,2016-08-14,1.0,en,en,"I had a great stay in this cute little apparment. Perfect for a single traveler like me . Location is perfect. You can walk in montmartre or take the subway which is less than a 5min walk nearby. Except for the 4 stairs you have to climb to get to the apparment, everything just fine and wonderful.",0.476785714286,0.670105820106
29,253877,101623806,61688534,2016-09-14,1.0,fr,fr,The apartment is very pretty is very very well located very pleasant stay,0.512777777778,0.796666666667
30,253877,102679367,41299057,2016-09-18,1.0,en,en,Good place for one person. Way too small for two people. Great location.,0.416666666667,0.583333333333
31,253877,106253274,7111287,2016-10-05,1.0,en,en,"I was in Paris for a few days traveling solo and this lovely flat was absolutely perfect! Alain was such a gracious host, communication was timely and he greeted me when I arrived. The quaint apartment was perfect for just me and even if I had a guest too. The BEST location in Montmartre, steps from the metro and fabulous restaurants, bakeries, etc. Very clean, great wifi, and well equipped with everything I needed. Bed was comfy too! Alain gave me some great recommendations and was always available if needed (he lives very close by). It was everything I was looking for in a Airbnb in Paris. I would most definitely stay here again and would recommend to anyone! Thanks again, Alain!

Cheers from Seattle, WA",0.456354166667,0.5678125
32,253877,109800241,89811879,2016-10-23,1.0,en,en,"Alain was very welcoming and made me feel right at home in a country I had never been to before! He was there to meet me and offered me advice on where to go complete with maps of the city with bus and metro information and schedules.

The apartment was a dream! Cozy and comfortable with everything you need. I also felt very safe there. The bed is comfortable, the window is invitin(URL HIDDEN)just loved that little bathroom. 

The area is by far my favorite in Paris and I walked around ALOT. Right near tons of restaurants and shops and a cool little jazz bar. 

Highly recommended!! Cheers Alain!",0.244084821429,0.635089285714
33,253877,110433437,41554452,2016-10-26,1.0,en,en,"I had a great time staying at Alain's place: the studio is charming, nicely decorated and arranged, very calm though in the lively neighborhood of Montmartre.
Alain is a great host: he greeted me with more than the needed information, and was available for any question.",0.540795454545,0.734375
34,253877,110927592,10419712,2016-10-29,1.0,fr,fr,The apartment and the location were perfect!,1.0,1.0
35,253877,124251672,56482774,2017-01-01,1.0,en,en,"Staying at Alain's place was a great pleasure and we really enjoyed our time there. The flat itself is pretty small and when we arrived it was a bit cold due to the stone floor but this soon got better due to the little heater the flat has. 
The location is an absolute blast! In the heart of Montmartre, literally 3 minutes walk from Metro Blanche away. There are so many small bars and restaurants around that you barely have enough time to try them all during your stay. It was perfect to start our exploration from Alain's flat and also go for a drink or 2 in the evenings! Thanks!",0.130592105263,0.503947368421
36,253877,126899158,7667680,2017-01-15,1.0,fr,fr,"Alain, who lives in the same street, made himself very available and flexible for arrival and departure times.",0.26,0.3225
37,253877,127981968,110155142,2017-01-22,1.0,en,en,"The stay here was great! Close to the metro and close to a lot of bars, clubs and cafe's. Room is great for a solo traveler and Alain was very helpful and friendly. ",0.59375,0.575
38,253877,131045546,8695315,2017-02-10,1.0,en,en,"Alain's apartment was exactly as pictured. Perfect for a single traveler. Probably too small for two. I had everything I needed for my time there and a warm welcome from Alain's friend Omar. The neighborhood is great as well, surrounded by several great restaurants, cafes and shopping. Highly recommend! ",0.412857142857,0.540428571429
39,253877,132292688,15538920,2017-02-17,1.0,en,en,"This was a wonderful stay in Montmartre! The check in process was smooth and I was met by Alain's friend who let me in and gave me the keys. Alain was very helpful in giving recommendations and tips for the neighbourhood. He had very thoughtfully left detailed maps with locations of nearby supermarkets, laundries, metro stops, good places to eat/drink etc on the table and I found them very useful. The apartment was as described and very much suited for a single traveller. Would definitely stay here again to explore more of Montmartre!",0.35487012987,0.42038961039
40,253877,135943027,56849932,2017-03-07,1.0,en,en,Cut quaint little apartment. It located in a quiet street in walking distance to everything in Montmartre ,-0.09375,0.416666666667
41,253877,138901336,13342421,2017-03-22,1.0,en,en,"This is my second time in Alain's apartment and I had a wonderful experience in his place. It's silent, cozy, really well located, near the metro station  (Blanche) and bus stop. There are a lot of supermarkets, bakery shops, restaurants, coffee shops in the area. The neighborhood has the bohemian atmosphere of the artists, it's safe (during the day and night) and it's lovely to visit just walking from the appartment.
It's perfect for one or 2 people and you can find the equipment to cook on your own and save some money.
The apartment is on the 4th floor, so be prepared to use the stairs and do some excersize. But It really worth it!!. I highly recommend his place.",0.360729166667,0.528333333333
42,253877,139594090,23565958,2017-03-26,1.0,en,en,"If you're a solo traveler looking for a quiet place to rest while you're in Paris, I'd recommend Alain's place. It's rather small and up four flights. But it has all the necessities and helpful information/maps. It's close to the Metro and right inside Montmartre, which is a nice little neighborhood. It's not close to the center of Paris, but that was sort of nice. And a taxi back wasn't much. The only thing was that Alain's friend who let me in only wanted to know when I was leaving. Not the best welcome to the flat or Paris. ",0.208801020408,0.528146258503
43,253877,141440902,1778570,2017-04-03,1.0,en,en,"Located in a lovely neighbourhood, the studio is just as presented and it provided me with a very good base to go out and explore Paris for 3 days. It was very easy to organise the check-in and check-out.",0.293333333333,0.8825
44,10814996,77912570,40583667,2016-06-04,1.0,en,en,"We had a fantastic stay at Jean-Pierre’s place! The apartment is brand new, we were told we were the 2nd guests - and that is indeed beyond doubt.

The apartment has plenty of space, can easily accommodate ten people, is designed with great taste and practicality. Highly recommended!",0.295670995671,0.49683982684
45,10814996,79412100,2754923,2016-06-12,1.0,en,en,"Jean-Pierre was a great host! We had issues with flooding and our bus was delayed but he was very accommodating and met us at this apartment as soon as we arrived!
I didn't know much about the area but found that it is a beautiful, fun, trendy part of town! Was really great staying here with my extended family. 
We had tiny housekeeping issues that we told Jean-Pierre about which didn't affect our stay, but he still decided to help and jump on any matter to make our stay better. Jean-Pierre was so proactive and wonderful to communicate with! Thank you :)
As for the apartment, it is very hard to find such a large place to fit our big group. The place was new and everything was there. A bit more airflow would of been nice, but the ability to open windows and doors helped tremendously :) Best part was being able to live comfortably with my large family, made our trip a memorable one.",0.396498717332,0.60521685105
46,10814996,80203971,48188631,2016-06-16,1.0,en,en,"Jean Pierre was very warm and welcoming.  The apartment is new and the everything was very clean.  The design of the place is very modern and in good taste.  The location is 2 blocks from the Metro station which is very convinient; and there is a Crepe place the kids loved right next door.

From an improvement standpoint, the mattresses could be of better quality.  For the price being paid, it is to be expected.  The middle bathroom is way too small for most humans.  And the bathroom downstairs could use more privacy.",0.312582972583,0.471350649351
47,10814996,80740288,11510533,2016-06-19,1.0,de,de,"ingenious, spacious, modern, centrally located, newly renovated apartment",0.209090909091,0.501136363636
48,10814996,81561404,63496113,2016-06-23,1.0,en,en,"Nice space for large family. We had teenagers, parents,  grandma,  and all were comfortable.  Great kitchen space,  lots of showers. Very close to Metro, food market,  crepe vendor,  open air market. Site is lively with fun activities,  but house is well insulated,  and we slept without hearing street noise. Washer and dryer were helpful for family to have. Jean Pierre  was responsive to all messages, and assisted with coordinating reliable airport transportation. Very happy with the over experience.",0.405627705628,0.60873015873
49,10814996,84911986,46284683,2016-07-09,1.0,en,en,Great place.  Exactly as advertised in a good central location.  Well suited for our family group of 12. Make sure and visit the market just around the corner for good fresh produce.  Also near a great playground for the kids to burn off some steam.,0.461111111111,0.554320987654
50,10814996,87342244,54980883,2016-07-19,1.0,en,en,Jean-Pierre was extremely welcoming and even took time to walk us around the neighborhood.  The apartment's location near Bastile was very convenient for us to get to and from all of the attractions in Paris that we had planned to see.,0.0583333333333,0.566666666667
51,10814996,90909731,58048313,2016-08-02,1.0,en,en,"Great apartment, great location- close to Bastille night life... 
Well organized and has everything you need for a good crowd",0.766666666667,0.7
52,10814996,92291124,36805278,2016-08-08,1.0,en,en,I had a wonderful stay here. The pictures of the listing are very realistic. Our host had great communication with us and even brought us some pastries :) Overall it was a great stay and I highly recommend this listing to anyone looking for a nice place to stay in Paris.  ,0.509583333333,0.684166666667
53,10814996,93239251,36805278,2016-08-12,1.0,en,en,"The house was better than advertised. The kitchen was great, lots of natural light through the out house. This is an great location in Paris. There is a huge daily Farmers Market 1 block away.  Just outside the door of the house are two delightful French bakeries with amazing pastries, deserts, crepes, croissants. Indulge, you will walk it all off. There are so many thing to see in the neighbourhood . Just a short 1-4 block stroll were grocery stores, restaurants, Starbucks, quant shops, parks, train stations and a street with 6+ lively clubs. 
My only regret is we should have stayed longer. There is a parking garage about 1 mile a way if you decided to rent a car. They requires an online reservations an cost @ $50 USD for 3 day.  But honestly the car was parked most of the time, ",0.372727272727,0.567647058824
54,10814996,95469491,71415405,2016-08-19,1.0,en,en,The apartment is decorated very modern with a great taste. ,0.53,0.57
55,10814996,97652437,37910422,2016-08-28,1.0,en,en,Jean-Pierre was good - greeted us as we arrived and was helpful when we left!,0.35,0.3
56,10814996,100293478,76803764,2016-09-08,1.0,en,en,We thoroughly enjoyed our stay. The house was beautiful and close to all the great venues and restaurants. I would highly recommend to stay here if you're looking for a place for 8 people or more.,0.562,0.698
57,10814996,102988704,9769467,2016-09-20,1.0,en,en,Neighborhood is where all the best spots are to eat and drink. Our host was very responsive and welcoming. Great space for large groups of people.,0.553571428571,0.444642857143
58,10814996,106420260,25527417,2016-10-06,1.0,en,en,"Nice flat, clean and very well equipped. Full service from the airport very good. Definitely recommend the flat. ",0.297083333333,0.51
59,10814996,107396724,17173940,2016-10-10,1.0,en,en,Wonderful experience! The apartment looked exactly like the pictures and was spacious enough to fit out large group.,0.372857142857,0.515714285714
60,10814996,110458414,17456314,2016-10-26,1.0,en,en,"The host was very friendly and helpful. Always responding swiftly to questions and very helpful when it came to booking restaurants etc. Giving us the possibility of a very late checkout for a small extra fee. 
Coming through a modest gate, You are completely surprised, when entering this fully renovated, well-equipped apartment. Placed perfectly around the corner from Rue d'alegre, a beautiful little street with a daily  outdoor fruit-and-vegetable-market, lined with great shops offering everything You could wish for in fish, meat an dairy products. A dream for any home-cook :)
We found it quite cosy and parisien to hear the noise of the metro below the building, though this may bother the delicate ear. Only drawback is the lack of personality in the apartment - it is a bit too obvious that this is airbnb only.",0.171176470588,0.687058823529
61,10814996,114019960,88705145,2016-11-15,1.0,en,en,"Jean-Pierre is a pro - easy to work with, great communicator, and a friendly host. The apartment was perfect for our large group and is very true to the pictures and description provided. The outdoor food market around the corner is idyllic and the go-to place for fresh food, wine, and cheese. You won't be disappointed. ",0.353452380952,0.700863095238
62,10814996,115001687,46746608,2016-11-21,1.0,en,en,Beautiful space with plenty of room. The host Jean Pierre was there to welcome us right on time. Awesome neighborhood. ,0.733928571429,0.858928571429
63,10814996,123002062,5767358,2016-12-26,1.0,fr,fr,"The ideal apartment for family stays in Paris. Huge and practical. Very lively district (as much for the shops of mouth, market, breweries, as for the bars and clubs on the side of Bastille). We had a great time thanks to Jean Pierre. To recommend without hesitation!",0.454545454545,0.616666666667
64,10814996,123642379,18565686,2016-12-30,1.0,en,en,PERFECT. I really like it and it's in the central of Paris which easily connects to everywhere. ,0.408333333333,0.570833333333
65,10814996,126466170,53873964,2017-01-12,1.0,es,es,The apartment is even better than what is shown on the airbnb page. Jean Pierre was always at our disposal and he was very kind to welcome us. Highly recommended for two families.,0.56,0.735
66,10814996,128882242,5148701,2017-01-28,1.0,en,en,"This apartment is a great option for a big group. It's quite spacious, and the rooms are spread out enough to offer privacy. We absolutely LOVED the location--it's right by the Marche Aligre, and dozens of great restaurants and bars, and it's an easy walk to a lot of other sites and neighborhoods we were interested in visiting. Jean Pierre was very helpful in arranging some last minute details for us. The only small negative: the mattresses in some of the rooms are pretty thin (but this is common in any apartment I've stayed in Europe, so it didn't negatively impact my overall experience. ",0.107581453634,0.529511278195
67,10814996,131180429,19614950,2017-02-11,1.0,en,en,"The house was so nice! Very well decorated and designed. The location is nice near Bastile and subway station is nearby. Overall, it is good!!",0.441666666667,0.55
68,10814996,133229000,18762760,2017-02-21,1.0,en,en,"Wonderful home in an incredible location. So many shops, cafes, and culinary discoveries right around the corner. We couldn't have asked for more. ",0.530952380952,0.572619047619
69,10814996,134193918,87812783,2017-02-26,1.0,en,en,Jean Pierre is a good guy and it's a nice place ,0.65,0.8
70,10814996,137584429,5760882,2017-03-16,1.0,en,en,"Jean-Pierre is great! The communication was perfect. The appartment is very well located, clean, confortable and with a great design and distribution. I highly recommend to stay at Jean-Pierre's place. ",0.587777777778,0.673333333333
71,10814996,138884214,30115418,2017-03-22,1.0,fr,fr,"Excellent stay and apartment very pleasant to live, however to know: - we hear in background noise the RER (or the metro) when it passes, it can disturb people to sleep very light - a lot of moisture (ground floor / basement), marked by traces on the walls despite an apartment renovated. Overall little disturbing.",0.252774621212,0.66375
72,10814996,139630297,108179291,2017-03-26,1.0,en,en,"The unit was beautiful. John Pierre was extremely helpful and very responsive to our requests. He even reminded us of the time change for daylight savings so that we were not late On leaving town,  and he arrange transportation for us to the airport.  The only problem we had was with the metro system. We were a party of 9 and we did not know that we had to retain our used tickets when we exited the metro, and on a Saturday night we were fined by the metro police €35 per person for not having our used tickets.  The metro please  refused to cut us a break, and did not care that we had a receipt for our tickets and did not care that we did not know this rule. There are no warnings, at least in English,  that we saw.  The Metro Police preys on tourists and at popular touists spots.  Not the way we wanted to end our vacation. Be aware of this so it  doesn't happen to you. ",0.180555555556,0.605555555556
73,11517114,76003833,37346095,2016-05-24,1.0,fr,fr,"Celine&#39;s apartment is well placed, nicely decorated and very quiet. It is redone and very clean. I highly recommend it. Celine is a pleasant host, also conciliatory on arrival times and key collection. Thanks again.",0.31,0.721428571429
74,11517114,79351201,1296597,2016-06-12,1.0,fr,fr,Apartment very well arranged and decorated with taste. It is also very convenient because it is close to the metro. We do not regret our weekend in this apartment where we could enjoy the city of Paris while relaxing in a quiet and warm at the end of the day. Recommend with eyes closed,0.216666666667,0.355555555556
75,11517114,82021787,18903218,2016-06-26,1.0,en,en,Celine's apartment is in a fun part of Paris and it is easy to walk to Republique or Bastille and take the train to any other part of Paris.  The flat is clean and has space for two or more people.  Thanks Celine!,0.242857142857,0.419047619048
76,11517114,88515483,30418957,2016-07-24,1.0,fr,fr,"A pleasant stay, we were well received and the apartment was very pleasant, quiet and spacious. Very easy to get around with the subway nearby and a nice neighborhood life.",0.57,0.86
77,11517114,92624318,6361796,2016-08-09,1.0,en,en,Celine's apartment is really nice and in a lovely area. She greeted us when we arrived and has many suggestions for nice places to eat/drink in the area.,0.55,0.8125
78,11517114,94194044,4928115,2016-08-15,1.0,en,en,"We enjoyed a great stay at Celine's. Her flat is in a nice neighbourhood, with good restaurants, cafes, shops and a metro station nearby, as well as Pere-Lachaise cemetery. The flat itself is in a quiet building and is clean, well-decorated, with lots of light. Celine was an attentive host, ensuring we had everything we needed, and was a pleasure to communicate with. I would recommend staying here and would return. ",0.371666666667,0.593333333333
79,11517114,99540841,6748863,2016-09-05,1.0,fr,fr,"The apartment is nice, tastefully decorated and ideally placed for outings in Paris. The neighborhood is lively, with its inner courtyard the apartment brings calm. We were very well received and had good advice for our stay by Celine. To recommend highly.",0.374545454545,0.607083333333
80,11517114,101414950,56511677,2016-09-13,1.0,en,en,"Celine was a great hostess and made everything very easy for us. The apartment was very clean, comfortable and conveniently located right by the metro. Perfect! ",0.587619047619,0.832619047619
81,11517114,101982093,22145325,2016-09-16,1.0,fr,fr,Nice apartment and very well located.,0.4,0.65
82,11517114,105581186,92904732,2016-10-02,1.0,en,en,"Celine is a welcoming hostess.
Her apartment is well situated with easy access to ground transportations and grocery stores. The unit is comfortable and well decorated.
I recommend it!",0.466666666667,0.816666666667
83,11517114,106806022,10127300,2016-10-08,1.0,en,en,"It was super nice to stay at Celines place. 
The appartment is neat with good beds,  functional kitchen and possibilty to wash your clothes!
Nice, central location just next to the famous graveyard.
We met Celines super friendly brother, but through mail contact we got to know Celine as a nice person who replies fast on questions! 

Would recomend everyone to stay at her place!",0.411742424242,0.662121212121
84,11517114,113574712,12092073,2016-11-13,1.0,fr,fr,"Very nice apartment, well located in a lively and commercial district. Housing very bright and comfortable.Céline is attentive and gives good advice.",0.487727272727,0.666666666667
85,14463911,103964707,29428256,2016-09-25,1.0,fr,fr,"Very quiet apartment, located close to shops, metro and airport transfers, and especially very clean. We had a pleasant stay. Unfortunately we did not meet Marie Claire but we had good exchanges. Thank you very much See you soon Sana",0.278333333333,0.695
86,14463911,105849777,45694657,2016-10-03,1.0,fr,fr,"Warning: apartment does not have internet! Neighbors above a bit noisy (walk with shoes until 23H and from 7H30 in the morning, household on Saturday from 8H00) The young man in charge of receiving me made me a home of the most discourteous and lapidary: perhaps n &#39; Was he not happy with the delay in arriving &quot;because he was a university student&quot; (Reminder: I depend on the plane and the traffic I can not control). He was warned. Spacious apartment, consistent with the announcement. Excellent littery! Marie-Caire has tried to answer my questions as best as I can.",0.225,0.5625
87,14463911,107878821,59123379,2016-10-13,1.0,es,es,"A lovely apartment located in a quiet area of ​​Paris but with good communication to the city center (metro line 4). What I liked the most about the apartment is how well equipped it is, it has a series of amenities that make your stay more pleasant. In addition, the treatment received has been very good at all times. In short, a good choice to spend a few days in Paris :)",0.411025641026,0.563846153846
88,14463911,110264456,97734471,2016-10-25,1.0,sv,sv,"Nice functional apartment with good bed and bedside lamp in a quiet area. Close to Metro, restaurants, grocery stores, including a Carrefour and two well-stocked organic food stores. Check in worked very well and I got a good feed back when I needed it. Can definitely recommend the apartment.",0.314285714286,0.47619047619
89,14463911,115951493,22677417,2016-11-27,1.0,fr,fr,Thanks to Marie-Claire for her home and availability. I rented the apartment for my parents and they were very happy to spend a few days there. The house is very comfortable and well placed in Paris. To advice.,0.38,0.575
90,14463911,128382790,47912458,2017-01-24,1.0,fr,fr,"Thank you ! It was a beautiful experience to do again when I return to Paris with my wife! Sincerely, Michel",0.75,0.75
91,14463911,139623835,29428256,2017-03-26,1.0,fr,fr,"Second stay at Marie Claire and there will be others :) Everything went well at the level of the organization. Clean apartment with all amenities, quiet, close to transport and bus / REE to go to the airport. Thank you very much!",0.238333333333,0.458666666667
92,445247,5791018,4373178,2013-07-16,1.0,en,en,"A very nice apartment, centrally positioned within the Montmartre district.
The place was clean and offered all the necessities that we required for a nice stay in Paris.
Many facilities are close by such as the Metro, Bakery, restaurants and other shops.
The nearby cafe's can be a bit noisy at certain nights.",0.291994047619,0.612053571429
93,445247,47125222,8402159,2015-09-15,1.0,it,it,"Michel was very helpful and polite, the apartment was very nice and clean. Perfect location!",0.586666666667,0.75
94,445247,100191325,16278608,2016-09-07,1.0,fr,fr,"Communication and welcome were not simple. The person who welcomed us showed no flexibility. We had to be at his disposal. Housing is not an inhabited apartment, so we must provide everything necessary for food or for the bathroom. In terms of cleanliness, the apartment was dusty with a stale smell on our arrival. The area is very nice (at the foot of the hill), however the street and the surroundings are noisy.",0.113333333333,0.72619047619
95,445247,111840159,18126848,2016-11-02,1.0,en,en,The host was lovely. Apartment is close to many cafes. The best thing is: there 's bakery called Pain Pain right in front of the apartment. Metro Abbesses is just a stone throw. Overall it was a good stay. Wifi is fast and everything is in order during our stay. Thank you so much for accepting me as your guest. ,0.423214285714,0.435714285714
